resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,Index Number,Volume,Title,Notes,description2,address
00000607.pdf,The Royal Carriage,355.71 KB,The Royal Carriage,,"L-R: Driver, unidentified (bending over), Cherry Court Chamberlain W.J. Locke (?), Queen Bessie Best, and Ladie-in-waiting Miss Mabel Furtado and Miss Alice Locke.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5741/0,,,607,1909,14D625,35,00607,Vol. 16,"The Royal Carriage (automotive) of the Queen of the first Cherry Festival, Bessie Best, taken in driveway of Daniel Best Home, June 4-5, 1909",,"The Royal Carriage (automotive) of the Queen of the first Cherry Festival, Bessie Best, taken in driveway of Daniel Best Home, June 4-5, 1909",
00000608.pdf,Photograph of the San Leandro Plaza taken from Washington Avenue in 1961,292.76 KB,Photograph of the San Leandro Plaza taken from Washington Avenue in 1961,,Photograph of the San Leandro Plaza tken from Washington Avenue in 1961.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5742/0,,,608,1961,11D824,10,00608,Vol. 16,Photograph of the San Leandro Plaza tken from Washington Avenue in 1961,,,
00000609.pdf,"Royal Bar, 1891",325.78 KB,"Royal Bar, 1891",,"1346 E. 14th Street. Joe Peters, bartender, in front.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5743/0,,,,1891,,,00609,Vol. 16,"Royal Bar, 1891",,,
00000610.pdf,"Railroad Crossing at Davis Street, taken in 1969",368.99 KB,"Railroad Crossing at Davis Street, taken in 1969",,"Railroad Crossing at Davis Street, taken in 1969.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5744/0,,,610,1969,12C229,10,00610,Vol. 16,"Railroad Crossing at Davis Street, taken in 1969",,,
00000611.pdf,"Unidentified San Leandro Postman, taken in 1918",355.72 KB,"Unidentified San Leandro Postman, taken in 1918",,"Unidentified San Leandro Postman, taken in 1918.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5745/0,,,,1918,,,00611,Vol. 16,"Unidentified San Leandro Postman, taken in 1918",,,
00000612.pdf,"A 1913 Photo of the Pencil Mill of Hudson Lumber Co., located on Washington Avenue",303.91 KB,"A 1913 Photo of the Pencil Mill of Hudson Lumber Co., located on Washington Avenue",,"A 1913 Photo of the Pencil Mill of Hudson Lumber Co., located on Washington Avenue.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5746/0,,,,1913,,,00612,Vol. 16,"A 1913 Photo of the Pencil Mill of Hudson Lumber Co., located on Washington Avenue",,,
00000613.pdf,Photograph of a 1903 San Leandro City Tax Collection Form,458.31 KB,Photograph of a 1903 San Leandro City Tax Collection Form,,Photograph of a 1903 San Leandro City Tax Collection Form.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5747/0,,,613,1920,21D628,4,00613,Vol. 16,Photograph of a 1903 San Leandro City Tax Collection Form,,,
00000614.pdf,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",189.95 KB,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5748/0,,,614,1920,21D628,20,00614,Vol. 16,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,,
00000615.pdf,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",238.69 KB,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5749/0,,,615,1910,21D628,20,00615,Vol. 16,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,,
00000616.pdf,"Fred Schmidt's Feed and Fuel Store, ca 1900",300.77 KB,"Fred Schmidt's Feed and Fuel Store, ca 1900",,E. 14th Street.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5750/0,,,,1900,,,00616,Vol. 16,"Fred Schmidt's Feed and Fuel Store, ca 1900",,,
00000617.pdf,"Oakland, San Leandro and Haywards Electric Railway, ca 1902",348.85 KB,"Oakland, San Leandro and Haywards Electric Railway, ca 1902",,Taken on East 14th St. in Oakland.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5751/0,,,,1902,,,00617,Vol. 16,"Oakland, San Leandro and Haywards Electric Railway, ca 1902",,,
00000618.pdf,"Portrait of Jacob W. Harlan, 1880 CA",320.53 KB,"Portrait of Jacob W. Harlan, 1880 CA",,"Portrait of Jacob W. Harlan, 1880 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5752/0,,,,1880,,,00618,Vol. 16,"Portrait of Jacob W. Harlan, 1880 CA",,,
00000619.pdf,"The Larson Boy with Bike, between 1893 and 1909",341.83 KB,"The Larson Boy with Bike, between 1893 and 1909",,"The Larson Boy with Bike, between 1893 and 1909.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5753/0,,,,1909,,,00619,Vol. 16,"The Larson Boy with Bike, between 1893 and 1909",,,
00000620.pdf,Sloop 'George Washington'. At Wicks Landing on the Mulford Canal,193.07 KB,Sloop 'George Washington'. At Wicks Landing on the Mulford Canal,,"The sloop was owned by Thomas Mulford, whose farm and warehouses are in the background. This picture was made around the turn of the century. Captain Mulford is standing just right of the aft mast.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5754/0,,,,,,,00620,Vol. 16,Sloop 'George Washington'. At Wicks Landing on the Mulford Canal,,,
00000621.pdf,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",219.07 KB,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5755/0,,,621,1943,99E832,35,00621,Vol. 16,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",,,
00000622.pdf,"Hirschman Creamery and Candy Store, 1909",373.86 KB,"Hirschman Creamery and Candy Store, 1909",,"Masonic Building, E. 14th St. and Joaquin. Picture includes Joe Gomes, Mr. (Fred?) Hirschmann and Mrs. Olga Hirschmann. Mr. Hirschmann was manager of the creamery. The building was decorated for the Cherry Festival. Counting the stars on the flags leads one to question the date of this picture, since the 48th state was not admitted until 1912, and there would seem to be 48 stars on the flags.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5756/0,,,622,1909,10D826,36,00622,Vol. 16,"Hirschman Creamery and Candy Store, 1909",,,
00000623.pdf,"Group in front of the San Leandro Hotel, 1910 CA",331.22 KB,"Group in front of the San Leandro Hotel, 1910 CA",,"Group in front of the San Leandro Hotel, 1910 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5757/0,,,,1910,,,00623,Vol. 16,"Group in front of the San Leandro Hotel, 1910 CA",,,
00000624.pdf,"Cigar Stand and J. F. Silva Saloon, Callan and E. 14th Sts.",306.26 KB,"Cigar Stand and J. F. Silva Saloon, Callan and E. 14th Sts.",,"Cigar Stand and J. F. Silva Saloon, Callan and E. 14th Sts.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5758/0,,,,,,,00624,Vol. 16,"Cigar Stand and J. F. Silva Saloon, Callan and E. 14th Sts.",,,
00000625.pdf,"Group of men on an outing in the San Leandro Hills, around present-day Bay-O-Vista, 1920 CA",425.68 KB,"Group of men on an outing in the San Leandro Hills, around present-day Bay-O-Vista, 1920 CA",,"Group of men on an outing in the San Leandro Hills, around present-day Bay-O-Vista, 1920 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5759/0,,,,1920,,,00625,Vol. 16,"Group of men on an outing in the San Leandro Hills, around present-day Bay-O-Vista, 1920 CA",,,
00000626.pdf,Groundbreaking for the Community Library Center,403.51 KB,Groundbreaking for the Community Library Center,,"Ted Cold (right) mans the shovel while (L to R) Budd Eber, Marie Tinsley Smith and Steve Ewing look on. The old Carnegie Library Building is in the background. February 18, 1959. Marie Tinsley Smith was Librarian November 1938 - November 1958.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5760/0,,,626,1959,13D924,31,00626,Vol. 16,Groundbreaking for the Community Library Center,,,
00000627.pdf,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",280.68 KB,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",,"Elaine is now Mrs. Malone. Spring, 1943.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5761/0,,,627,1943,99E832,35,00627,Vol. 16,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",1765 142nd Ave.,,
00000628.pdf,"Best Steam Traction Engine, 1905",337.19 KB,"Best Steam Traction Engine, 1905",,"Best Steam Traction Engine, 1905.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5762/0,,,,1905,,,00628,Vol. 16,"Best Steam Traction Engine, 1905",,,
00000629.pdf,"Union School Class, 1900 CA",362.65 KB,"Union School Class, 1900 CA",,"W.H. Langdon, Principal.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5763/0,,,,1900,,,00629,Vol. 16,"Union School Class, 1900 CA",,,
00000630.pdf,S.P.R.S.I.,342.20 KB,S.P.R.S.I.,,S.P.R.S.I. (Sociedade Portuguesa Reinha Santa Isabel) 1913 CA.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5764/0,,,,1913,,,00630,Vol. 16,S.P.R.S.I. (Sociedade Portuguesa Reinha Santa Isabel) 1913 CA,,,
00000631.pdf,The Luso-American Co-operative Mercantile Company,342.79 KB,The Luso-American Co-operative Mercantile Company,,"This photograph, probably taken sometime in the first decade of the twentieth century, shows the building, located on the east side of the 1100 block of E. 14th St., of a company doing business here from 1873 until 1929. Second from the left is Joe Olimpia, then May Morris, the store's bookkeeper, then Joseph Oakes.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5765/0,,,,1929,,,00631,Vol. 16,The Luso-American Co-operative Mercantile Company,,,
00000632.pdf,"Union School Class, 1900 CA",337.39 KB,"Union School Class, 1900 CA",,"Union School Class, 1900 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5766/0,,,,1900,,,00632,Vol. 16,"Union School Class, 1900 CA",,,
00000633.pdf,"Portrait of William Edward Oakes, 1920",253.31 KB,"Portrait of William Edward Oakes, 1920",,"Portrait of William Edward Oakes, 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5767/0,,,,1920,,,00633,Vol. 16,"Portrait of William Edward Oakes, 1920",,,
00000634.pdf,"Portrait of Myrtle T. Oakes, 1920",457.97 KB,"Portrait of Myrtle T. Oakes, 1920",,"Portrait of Myrtle T. Oakes, 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5768/0,,,,1920,,,00634,Vol. 16,"Portrait of Myrtle T. Oakes, 1920",,,
00000635.pdf,"Wagons ready for the Fourth of July Parade, 1892",376.64 KB,"Wagons ready for the Fourth of July Parade, 1892",,"Standing in front of the horses, L-R, are Tony Rogers, unknown, and Manuel J. Andrade. This picture was made on Davis Street in front of the Town Hall, which is on the right. Next to the hall are Iversen's Saloon and farthest, Gleason's blacksmith shop.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5769/0,,,635,1892,12D724,33,00635,Vol. 16,"Wagons ready for the Fourth of July Parade, 1892",,,
00000636.pdf,"Billy Oakes Residence, 167 Dutton, in 1906, after Remodelling",331.43 KB,"Billy Oakes Residence, 167 Dutton, in 1906, after Remodelling",,"Billy Oakes Residence, 167 Dutton, in 1906, after Remodelling.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5770/0,,,,1906,,,00636,Vol. 16,"Billy Oakes Residence, 167 Dutton, in 1906, after Remodelling",,,
00000637.pdf,Antone E.,366.44 KB,Antone E.,,"Antone E. (Sylva) (Carvalho) Oakes , 1816 to 1886.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5771/0,,,,1886,,,00637,Vol. 16,"Antone E. (Sylva) (Carvalho) Oakes , 1816 to 1886",,,
00000638.pdf,"Portrait of M. Oakes Carualho, 1880",390.54 KB,"Portrait of M. Oakes Carualho, 1880",,"Portrait of M. Oakes Carualho, 1880.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5772/0,,,,1880,,,00638,Vol. 16,"Portrait of M. Oakes Carualho, 1880",,,
00000639.pdf,Home Ice Delivery Truck,339.41 KB,Home Ice Delivery Truck,,Home Ice Delivery Truck.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5773/0,,,,,,,00639,Vol. 16,Home Ice Delivery Truck,,,
00000640.pdf,Portrait,553.29 KB,Portrait,,Portrait.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5774/0,,,,,,,00640,Vol. 16,Portrait,,,
00000641.pdf,Portrait,302.10 KB,Portrait,,Portrait.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5775/0,,,,,,,00641,Vol. 17,Portrait,,,
00000642.pdf,"Billy Oakes, probably in his late teens or early twenties",313.91 KB,"Billy Oakes, probably in his late teens or early twenties",,"Billy Oakes, probably in his late teens or early twenties.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5776/0,,,,,,,00642,Vol. 17,"Billy Oakes, probably in his late teens or early twenties",,,
00000643.pdf,Marching Band,240.10 KB,Marching Band,,Marching Band.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5777/0,,,,,,,00643,Vol. 17,Marching Band,,,
00000644.pdf,Portrait,215.25 KB,Portrait,,Portrait.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5778/0,,,,,,,00644,Vol. 17,Portrait,,,
00000645.pdf,NR,433.71 KB,NR,,Vol. 17.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5779/0,,,,,,,00645,Vol. 17,NR,,,
00000646.pdf,Newspaper Advertisements,400.74 KB,Newspaper Advertisements,,Newspaper Advertisements.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5780/0,,,,,,,00646,Vol. 17,Newspaper Advertisements,,,
00000647.pdf,Newspaper Advertisements,294.71 KB,Newspaper Advertisements,,Newspaper Advertisements.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5781/0,,,,,,,00647,Vol. 17,Newspaper Advertisements,,,
00000648.pdf,Newspaper Advertisements,393.45 KB,Newspaper Advertisements,,Newspaper Advertisements.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5782/0,,,,,,,00648,Vol. 17,Newspaper Advertisements,,,
00000649.pdf,Newspaper Advertisements,342.85 KB,Newspaper Advertisements,,Newspaper Advertisements.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5783/0,,,,,,,00649,Vol. 17,Newspaper Advertisements,,,
00000650.pdf,Cottage Built in 1851 by John L. Haas,335.67 KB,Cottage Built in 1851 by John L. Haas,,He brought his bride Mary (Reid) Haas here in the fall of 1851 and she lived here till her death in 1909. All her children were born and raised here. This is the back of the cotttage. The house stood at 55 Haas Avenue until at least 1951. It was second only to the Estudillo home in age.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5784/0,,,,1951,,,00650,Vol. 17,Cottage Built in 1851 by John L. Haas,,,
00000651.pdf,"Haas Cottage from the side, left, and adjoining house, right, built later my Mary Haas's children",434.71 KB,"Haas Cottage from the side, left, and adjoining house, right, built later my Mary Haas's children",,"For many years, this was the home of Henry and Eliza (Haas) Abernathy. Back view of the Abernathy house. The family still possesses the original deed, dated 1856 and signed by Ygnacio Peralta.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5785/0,,,,1856,,,00651,Vol. 17,"Haas Cottage from the side, left, and adjoining house, right, built later my Mary Haas's children",,,
00000652.pdf,Portrait,278.17 KB,Portrait,,Portrait.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5786/0,,,,,,,00652,Vol. 17,Portrait,,,
00000653.pdf,Front View of Abernethy Home and Haas Cottage of 1851,328.35 KB,Front View of Abernethy Home and Haas Cottage of 1851,,Front View of Abernethy (Abernathy?) Home and Haas Cottage of 1851(which are at right angles).,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5787/0,,,,1851,,,00653,Vol. 17,Front View of Abernethy Home and Haas Cottage of 1851,,,
00000654.pdf,Haas Cottage,381.63 KB,Haas Cottage,,Haas Cottage.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5788/0,,,,,,,00654,Vol. 17,Haas Cottage  ,,Haas Cottage  ,
00000655.pdf,Gardens,407.25 KB,Gardens,,Gardens.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5789/0,,,,,,,00655,Vol. 17,Gardens,,,
00000656.pdf,"The Haas Family, taken about 1900 in front of the Haas cottage of 1851",301.43 KB,"The Haas Family, taken about 1900 in front of the Haas cottage of 1851",,"Family's wing (on left) was home of the Abernethys. Back row: (left to right) Ralph Hamlin, Robert Broad, Bert Kilpatrick, Louis Kilpatrick, Sadie (Haas) Kilpatrick, Mrs. Edna Broad and husband Dr. E.J. Broad. Middle row: Annie (Haas) Broad, Mary (Reid) Haas, John W. Haas Sr., Grace Kilpatrick and Dr. B.R. Hamlin. Front row: John W. Haas Jr., Hazel Haas (later Mrs. Hazel (Hafner) Neall). Very front row: Mrs. Estelle (Harvey) Haas, Eliza (Haas) Abernethy (Behind Estelle), and Jennie (Haas) Hamlin.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5790/0,,,,1900,,,00656,Vol. 17,"The Haas Family, taken about 1900 in front of the Haas cottage of 1851(on right) and her family's wing (on left)",,"The Haas Family, taken about 1900 in front of the Haas cottage of 1851(on right) and her family's wing (on left)",
00000657.pdf,The San Leandro Hebrew School,440.64 KB,The San Leandro Hebrew School,,The San Leandro Hebrew School.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5791/0,,,,,,,00657,Vol. 17,The San Leandro Hebrew School,,,
00000658.pdf,"Mrs, Mary Reid Haas, Pioneer of 1851, and Her Grandchildren",343.94 KB,"Mrs, Mary Reid Haas, Pioneer of 1851, and Her Grandchildren",,"Back row (left to right): Dr. Ben R. Hamlin, Bert Kilpatrick, John W. Haas Jr., Louis Kilpatrick and Dr. Ed. J. Broad. Front row: Grace Kilpatrick, Mary Reid Haas and Hazel Haas. Taken about 1900, beside Haas family home, on Haas Ave. near E. 14th Street.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5792/0,,,,1900,,,00658,Vol. 17,"Mrs, Mary Reid Haas, Pioneer of 1851, and Her Grandchildren",,,
00000659.pdf,Bridge,362.74 KB,Bridge,,Bridge.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5793/0,,,,,,,00659,Vol. 17,Bridge,,,
00000660.pdf,Portrait,237.89 KB,Portrait,,Portrait.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5794/0,,,,,,,00660,Vol. 17,Portrait,,,
00000661.pdf,Davis Street between 1898 and 1909,453.45 KB,Davis Street between 1898 and 1909,,"On the left is Dennis H. Gleason's blacksmith shop, the picket fence of the Murphy house, Iversen's Family Gardens, Carl Iversen's Saloon (later the Pergola Restaurant), and then the Town Hall and a wallpaper store. This includes all the identifiable buildings between Hays and E. 14th Street. On the Northeast corner, at Callan and E. 14th is a building said to have housed the George Larsen family and later the John W Haas family. Visible on the right is the conical roof and bay windows of the Estudillo House. Note that electric lights and power poles had been installed, and that there is an electric trolley at the end of the street.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5795/0,,,,1909,,,00661,Vol. 17,Davis Street between 1898 and 1909,,,
