resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,source_index,Index Number,Volume,Title,Notes,description2,address
00001078.pdf,"Dedication of City Plaza, Beginning of Plaza Project 1, 1962",437.62 KB,"Dedication of City Plaza, Beginning of Plaza Project 1, 1962",,"West Estudillo and East 14th Street. People standing on West Estudillo are charter members of Citizen's Development Committee are included in the group giving pledge of allegiance. Middle of Front Row: Arthur Carden, City Attorney; Jane Holmes; Mrs. Frank Bricker (Tillie); Mrs. Zella Simonet, Secretary to Mayor and City Manager; Mrs. Warren Mills (Evelyn). Also in back: Mort Kofman, Assistant Publisher Morning News; James Riley; Albert F. Gillock, Parks and Recreation Committee; Marcus Carlson; Mr and Mrs. C.H. Lubker.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6211/0,"[-122.14519875071116, 37.72707345917834]",,1078,1962,D82511,11,S,01078,Vol. 27,"Dedication of City Plaza, Beginning of Plaza Project 1, 1962",,,
00001079.pdf,"San Leandro's Old Plaza, Washington and E.14th St.",391.59 KB,"San Leandro's Old Plaza, Washington and E.14th St.",,"This picture was taken after the fountain was replaced by flowers, but prior to the building of the new plaza. This picture was made in the 1960s after the Victorian filigree was removed from the buildings. Stores shown: Dime and Dollar Stores, HFC Loans and Household Finance, Singer, Cameras, First Savings, Bank of California, Chevron, Rogers - A Man's Shop, Damon's Shoes, Records, George's, One Hour Dry Cleaning.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6212/0,"[-122.1453652956267, 37.726771912649184]",,1079,1962,D82511,11,S,01079,Vol. 27,"San Leandro's Old Plaza, Washington and E.14th St.",,,
00001403.pdf,"Telegram, 1902",306.63 KB,"Telegram, 1902",,From J. O. Smith to Wallen M. Bird.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6531/0,"[-122.14564039435938, 37.72708105712987]",,1403,1902,D82511,4,S,01403,Vol. 36,"Telegram, 1902",,,
00001830.pdf,"San Leandro Plaza, 1925",163.55 KB,"San Leandro Plaza, 1925",,"San Leandro Plaza, 1925.",Richard Schellens,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6943/0,"[-122.14552288849703, 37.726686412254224]",,1830,1925,D82511,11,S,01830,Vol. 46,San Leandro Plaza,,,
00002127.pdf,"Herrscher Building, 1910",336.28 KB,"Herrscher Building, 1910",,"Herrscher Building, 1910.",Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7239/0,"[-122.14455981611101, 37.72647225612696]",,2127,1910,D82511,9,S,02127,Vol. 54,"Herrscher Building, 1910",,,
00000183.pdf,"Plaza Building, ca 1966",405.01 KB,"Plaza Building, ca 1966",,"Plaza Building, ca 1966.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5319/0,"[-122.14444396118978, 37.72605947843558]",,183,1960,D82513,10,S,00183,Vol. 5,"Plaza Building, ca 1966",,,
00000251.pdf,"Masonic Building, ca 1924",360.80 KB,"Masonic Building, ca 1924","| Masonic Building | Street, W. Joaquin St. | Street, Hepburn St. | Street, East 14th St. | Justice Court | San Leandro Drug Co. | Stores and Shops | Services | R.H. Hyrup Feed Co. | Carman's Sweet Shop |","Northwest corner of W. Joaquin, Hepburn and East 14th Street.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5385/0,"[-122.1464218846575, 37.72717796981733]",,251,1910,D82515,10,S,00251,Vol. 7,"Masonic Building, ca 1924",,,
00001282.pdf,"Wells Fargo Bank Building, ca 1970",252.99 KB,"Wells Fargo Bank Building, ca 1970",,"Corner of East 14th and Estudillo. Formerly American Trust Building, site of soon-to-be-build Wells Fargo Bank.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6414/0,"[-122.14469890813895, 37.72635422837523]",,1282,1970,D82516,12,S,01282,Vol. 33,"Wells Fargo Bank Building, ca 1970",,,
00000622.pdf,"Hirschman Creamery and Candy Store, 1909",373.86 KB,"Hirschman Creamery and Candy Store, 1909",,"Masonic Building, E. 14th St. and Joaquin. Picture includes Joe Gomes, Mr. (Fred?) Hirschmann and Mrs. Olga Hirschmann. Mr. Hirschmann was manager of the creamery. The building was decorated for the Cherry Festival. Counting the stars on the flags leads one to question the date of this picture, since the 48th state was not admitted until 1912, and there would seem to be 48 stars on the flags.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5756/0,"[-122.14618503161697, 37.724720558131544]",,622,1909,D82610,36,S,00622,Vol. 16,"Hirschman Creamery and Candy Store, 1909",,,
00000407.pdf,"Drum Corps S.P.R.S.I., 1913",301.03 KB,"Drum Corps S.P.R.S.I., 1913","| Portraits, Group | Portraits, Women | Masonic Temple | S.P.R.S.I. | Drill Team | St. Mary's School |",In front of Masonic Temple. The first drill team assembled near St. Mary's Catholic School on Clarke St. (Galloway).,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5541/0,"[-122.14502225187628, 37.72547096989674]",,407,1913,D82615,10,S,00407,Vol. 11,"Drum Corps S.P.R.S.I., 1913",,,
00000755.pdf,"East 14th and Williams Streets, 1924",291.00 KB,"East 14th and Williams Streets, 1924",,"East 14th and Williams Streets, 1924.",Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5889/0,"[-122.14483784522885, 37.723759661912446]",,755,1924,D82710,9,S,00755,Vol. 19,"East 14th & Williams Sts., 1924",,"East 14th & Williams Sts., 1924",
00000569.pdf,"Chris Christenson & Son Stanley, 1914",504.55 KB,"Chris Christenson & Son Stanley, 1914",,Vol. 15.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5703/0,"[-122.1431447696698, 37.73048366122519]",,569,1914,D92228,7,S,00569,Vol. 15,"Chris Christenson & Son Stanley, 1914",,,
00001300.pdf,Skillen House,351.81 KB,Skillen House,,"304 Chumalia Avenue (and Jefferson). House with picket fence, backing on the creek, occupied by John Skillen and family 1883 - 1957, unoccupied for 14 years, to be torn down. Rented from Francisco Cardozo Sr. in 1883, so possibly built by him.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6432/0,"[-122.1428176514216, 37.730716582899085]","[-122.153821,37.728018]",1300,1957,D92228,17,S,01300,Vol. 33,Skillen House,,,304 Chumalia Ave
00000758.pdf,"Cigar Store, Callan Ave. & East 14th St. Gerald Baradas, Circa 1919",449.96 KB,"Cigar Store, Callan Ave. & East 14th St. Gerald Baradas, Circa 1919",,Vol. 19.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5892/0,"[-122.14239513383797, 37.728770398238844]",,758,1919,D92327,35,S,00758,Vol. 19,"Cigar Store, Callan Ave. & East 14th St. Gerald Baradas, Circa 1919",,,
00000168.pdf,"U.P.E.C. Building,",286.21 KB,"U.P.E.C. Building,","| Plaza, San Leandro | Building, U.P.E.C. | Carlton Card Co. | Services | Mario's Shoe Shine | Nell's Backyard | Miller's | Roger's | Chrysler | Automobiles and Trucks | Capri Coffee Shop | Stores and Shops | Advertisement |","U.P.E.C. Building, (1966 more likely, 1964).",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5304/0,"[-122.1425854520118, 37.727301092009114]",,168,1966,D92410,12,S,00168,Vol. 5,"U.P.E.C. Building, (1966 more likely, 1964)",,,
00000169.pdf,"U.P.E.C. Building, 1966",415.24 KB,"U.P.E.C. Building, 1966","| Plaza, San Leandro | Building, U. P. E. C. | Loans | Nell's Backyard | Stores and Shops | Services |","U.P.E.C. Building, 1966.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5305/0,"[-122.14332227627965, 37.72796544514867]",,169,1966,D92410,12,S,00169,Vol. 5,"U.P.E.C. Building, 1966",,,
00001781.pdf,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,215.19 KB,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6895/0,"[-122.14312858971324, 37.727950307770605]",,1781,1940,D92410,12,S,01781,Vol. 45,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,,,
00000065.pdf,"Early Autos, 1915",498.19 KB,"Early Autos, 1915","| Automobiles and Trucks | Estudillo Ave. | Portraits, Groups |",Estudillo Avenue.,Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5202/0,"[-122.14354158466156, 37.72769111334532]",,65,1915,D92413,37,S,00065,Vol. 2,"Early Autos, 1915",,,
00000626.pdf,Groundbreaking for the Community Library Center,403.51 KB,Groundbreaking for the Community Library Center,,"Ted Cold (right) mans the shovel while (L to R) Budd Eber, Marie Tinsley Smith and Steve Ewing look on. The old Carnegie Library Building is in the background. February 18, 1959. Marie Tinsley Smith was Librarian November 1938 - November 1958.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5760/0,"[-122.14241067785802, 37.72826888919437]",,626,1959,D92413,31,S,00626,Vol. 16,Groundbreaking for the Community Library Center,,,
00000277.pdf,"Estudillo Ave. looking West, 1965",166.78 KB,"Estudillo Ave. looking West, 1965","| Street, Estudillo | Automobiles and Trucks |","Estudillo Ave. looking West, 1965.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5411/0,"[-122.14398120368278, 37.72764609065429]",,277,1965,D92416,9,S,00277,Vol. 7,"Estudillo Ave. looking West, 1965",,,
00000303.pdf,"Santos Robinson Mortuary, Estudillo near E. 14th Street, about 1950",396.70 KB,"Santos Robinson Mortuary, Estudillo near E. 14th Street, about 1950","| Santos Robinson Mortuary | Servuces | Services | Other Businesses | Street, Estudillo | Street, East 14th |","Santos Robinson Mortuary, Estudillo near E. 14th Street, about 1950.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5437/0,"[-122.14402545247427, 37.728006347698575]",,303,1950,D92416,9,S,00303,Vol. 8,"Santos Robinson Mortuary, Estudillo near E. 14th Street, about 1950",,,
00000526.pdf,"Wells Fargo Express, 1900",353.25 KB,"Wells Fargo Express, 1900",,"Tony Bright, driver. The Express Office is directly behind the wagon. The calendar hanging inside the wagon indicates that the date was February, 1912: That is the only year in which February had 29 days and started on Thursday between 1872 and 1940. Location is 103 Estudillo Avenue, practically the same location of Wells Fargo in 1972.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5660/0,"[-122.14400796124383, 37.72772079820878]",,526,1912,D92416,9,S,00526,Vol. 14,"Wells Fargo Express, 1900",,,
00001824.pdf,"Masonic Temple, Corner of E. 14th St. and West Joaqmin",512.29 KB,"Masonic Temple, Corner of E. 14th St. and West Joaqmin",,"Published in San Leandro Standard August 13, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6937/0,"[-122.14305922006315, 37.726762680572705]",,1824,1914,D92510,10,S,01824,Vol. 46,"Masonic Temple, Corner of E. 14th St. and West Joaqmin. Published in San Leandro Standard August 13, 1914",,"Masonic Temple, Corner of E. 14th St. and West Joaqmin. Published in San Leandro Standard August 13, 1914",
00001967.pdf,"Residence of Benjamin Hawes, 1898",474.62 KB,"Residence of Benjamin Hawes, 1898",,"Residence of Benjamin Hawes, 1898.",Suerstedt,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7080/0,"[-122.14435139786758, 37.72642934747841]",,1967,1898,D92510,16,S,01967,Vol. 50,"Residence of Benjamin Hawes, 1898",,,
00001968.pdf,"Residence of Benjamin C. Hawes, 1898",388.03 KB,"Residence of Benjamin C. Hawes, 1898",,"Residence of Benjamin C. Hawes, 1898.",Suerstedt,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7081/0,"[-122.14237627383811, 37.72611418962774]",,1968,1898,D92510,16,S,01968,Vol. 50,"Residence of Benjamin C. Hawes, 1898",,,
00002115.pdf,"Cherry Festival Coach, 1910",323.71 KB,"Cherry Festival Coach, 1910",,Queen of Cherry Festival. Bank of San Leandro in background.,Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7227/0,"[-122.14280972092111, 37.72671918385542]",,2115,1910,D92510,33,S,02115,Vol. 53,"Cherry Festival Coach, 1910",,,
00002116.pdf,"Cherry Festival Coach, 1910",266.24 KB,"Cherry Festival Coach, 1910",,"Cherry Festival Coach, 1910.",Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7228/0,"[-122.14277364292246, 37.72671835772029]",,2116,1910,D92510,33,S,02116,Vol. 53,"Cherry Festival Coach, 1910",,,
00001405.pdf,"Central Agricultural Works, 1916",439.03 KB,"Central Agricultural Works, 1916",,"145 Hepburn St., Wagon and blacksmith equipment. Frank George, William Barbugger, Frank Branch, owner, Prop.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6533/0,"[-122.1428416997744, 37.72628767530817]",,1405,1916,D92515,32,S,01405,Vol. 36,"Central Agricultural Works, 1916",,,145 Hepburn St
00001407.pdf,"Frank R. Branch Blacksmith Shop, ca 1911",154.22 KB,"Frank R. Branch Blacksmith Shop, ca 1911",,"Frank R. Branch, Prop., Charles Kessler, John Azeveda.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6535/0,"[-122.1443729870693, 37.7266469208358]",,1407,1915,D92515,30,S,01407,Vol. 36,"F. R. Branch Blacksmith Shop, ca 1911",,"F. R. Branch Blacksmith Shop, ca 1911",
00000122.pdf,"Masonic Hall, 1918",218.95 KB,"Masonic Hall, 1918",,East 14th Street.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5259/0,"[-122.14298029189479, 37.725271804175776]",,122,1918,D92610,10,S,00122,Vol. 4,"Masonic Hall, 1918",,,
00000873.pdf,"Groundbreaking at De-Sota, Nov. 1945",676.08 KB,"Groundbreaking at De-Sota, Nov. 1945",,"Les Olson, Manager; Tommy Knick, Dick Musson, 232 E. 14th Street.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6007/0,"[-122.14273479890826, 37.72535329177014]",,873,1945,D92610,36,S,00873,Vol. 22,"Groundbresking at De-Sota, Nov. 1945",,"Groundbresking at De-Sota, Nov. 1945",
00000729.pdf,Palm Court,363.92 KB,Palm Court,,Palm Court (Pelton Center) 1951.,Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5863/0,"[-122.14264578259358, 37.72590647265316]",,729,1951,D92611,10,S,00729,Vol. 19,Palm Court (Pelton Center) 1951.,,,
00000259.pdf,NR,318.67 KB,NR,,Vol. 7.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5393/0,"[-122.14245592491815, 37.723226060053214]",,259,1967,D92811,12,S,00259,Vol. 7,NR,,,
00002044.pdf,"Street Scene in San Leandro, ca 1940",194.11 KB,"Street Scene in San Leandro, ca 1940",,"Street Scene in San Leandro, ca 1940.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7156/0,"[-122.14202891371916, 37.72417959242714]",,2044,1940,E02710,12,S,02044,Vol. 52,"Street Scene in San Leandro, ca 1940",,,
00000562.pdf,"Washington Ave. and Williams St., ca 1930",378.22 KB,"Washington Ave. and Williams St., ca 1930",,"Washington Ave. and Williams St., ca 1930.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5696/0,"[-122.14166748793481, 37.72285862691286]",,562,1930,E02811,17,S,00562,Vol. 15,"Washington Ave. and Williams St., ca 1930",,,
00001057.pdf,"Home of Socrates Huff, located at what is now the northeast corner of Huff and Estudillo Ave.",638.34 KB,"Home of Socrates Huff, located at what is now the northeast corner of Huff and Estudillo Ave.",,"The house was probably built in 1859 when Mr. Huff moved to San Leandro. The creek was at the back of the property, but is not indicated in the picture. Mr. Huff was Alameda County Treasurer for five terms, served six terms as San Leandro Board of Trustee member, and helped draw up the act of incorporation for San Leandro in 1872. He founded several banks, was a successful farmer, and took part in the founding of the San Leandro Plow Co. For additional information see ""San Leandro Recollections"", March 1971.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6190/0,"[-122.1393446739236, 37.72951446985603]",,1057,1878,E12316,15,S,01057,Vol. 27,"Home of Socrates Huff, located at what is now the northeast corner of Huff and Estudillo Ave.",,,
00001954.pdf,"Residence of Socrates Huff, 1898",441.13 KB,"Residence of Socrates Huff, 1898",,"Residence of Socrates Huff, 1898.",Suerstedt,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7067/0,"[-122.13893642625557, 37.72969554669963]",,1954,1898,E12316,16,S,01954,Vol. 49,"Residence of Socrates Huff, 1898",,,
00000751.pdf,"Bill Estate, Estudillo & Huff Ave., 1931",248.86 KB,"Bill Estate, Estudillo & Huff Ave., 1931",,Vol. 19.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5885/0,"[-122.13913246402606, 37.72760655621213]",,751,1931,E12416,13,S,00751,Vol. 19,"Bill Estate, Estudillo & Huff Ave., 1931",,,
00001785.pdf,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,418.64 KB,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue.,"Lucy Cochrell, granddaughter of T.P. Cary",,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6899/0,"[-122.13871069987243, 37.727469626916594]",,1785,1920,E12416,9,S,01785,Vol. 45,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,,,
00001786.pdf,"Four young ladies, two young men, bicyclists",145.67 KB,"Four young ladies, two young men, bicyclists",,"Number 3, A.B. Cary, number 6 a Huff daughter. Huff daughter lived in one of the large homes in the 80's where the fire station is now.",Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6900/0,"[-122.13971277375484, 37.72798979588436]",,1786,1880,E12416,28,S,01786,Vol. 45,"Four young ladies, 2 young men, bicyclists",,"Four young ladies, 2 young men, bicyclists",
00001788.pdf,"Home of T. P. Cary, Built 1878, Razed in 1926.",371.49 KB,"Home of T. P. Cary, Built 1878, Razed in 1926.",,Stood where San Jose Street intersects Estudillo.,Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6902/0,"[-122.13901925652694, 37.728258060448226]",,1788,1880,E12416,14,S,01788,Vol. 45,"Home of T. P. Cary, Built 1878, Razed in 1926.",,,
00000167.pdf,"Eber Home, ca 1900",512.57 KB,"Eber Home, ca 1900","| Home, Eber | Eber, Edward E. | Portraits, Group | Avenue, Callan | Street, Callan |","Edward E. Eber's house was at 63 Callan Ave. The people in this view are probably not the Eber family. Henry F. Eber started the family when he married Laura Lynch on December 12, 1875. They moved to San Leandro about this time, and had five children: Winifred, who became Mrs. George Robinson, William G., who died in infancy, Budd Ferdinand, Henry J. (Harry) and Edward Earl. The senior Eber died in 1909; his wife and sons continued to run the market until Mrs. Eber's death in 1929 or so.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5303/0,"[-122.13841225799402, 37.72740181219267]",,167,1900,E12427,14,S,00167,Vol. 5,"Eber Home, ca 1900",,,
00000488.pdf,"Tom Xavier, 1922",289.56 KB,"Tom Xavier, 1922","| Xavier, Tom | Portraits, Children | Street, Williams | Street, Ross Ave. | Homes | Roads and Streets |","Tom Xavier, 1922.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5622/0,"[-122.14004007027049, 37.725305004422005]",,488,1922,E12611,12,S,00488,Vol. 13,"Tom Xavier, 1922",,,
00001465.pdf,"Neighborhood Kids on the Way to School, April, 1935",337.65 KB,"Neighborhood Kids on the Way to School, April, 1935",,"2201 Cherry St., San Leandro.",Margaret Rodrigues,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6593/0,"[-122.13838393299663, 37.718512285236905]","[-122.152323,37.716600]",1465,1935,E13110,15,S,01465,Vol. 37,"Neighborhood Kids on the Way to School, April, 1935",,,2201 Cherry St
00000539.pdf,"San Leandro High School, 1926",618.41 KB,"San Leandro High School, 1926",,"Bancroft and Estudillo. This building later became Bancroft Junior High School, and was replaced by the present building in 1954.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5673/0,"[-122.13765776048473, 37.72921036344411]",,539,1926,E22320,11,S,00539,Vol. 14,"San Leandro High School, 1926",,,
00001809.pdf,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",410.93 KB,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6922/0,"[-122.13703641688795, 37.72827996900675]",,1809,1914,E22416,14,S,01809,Vol. 46,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",,,
00001034.pdf,"Roosevelt School, ca 1930",201.87 KB,"Roosevelt School, ca 1930",,"Roosevelt School, ca 1930.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6167/0,"[-122.13534654423302, 37.73643500911307]","[-122.1469, 37.73595]",1034,1930,E31799,85,D,01034,Vol. 26,"Roosevelt School, ca 1930",,,
00001731.pdf,"Residence of Mrs. Henrietta Farrelly. August 13, 1914",355.17 KB,"Residence of Mrs. Henrietta Farrelly. August 13, 1914",,"William H. Weeks, Architect.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6847/0,"[-122.13456124772063, 37.735568213372474]",,1731,1914,E31824,14,S,01731,Vol. 44,"Residence of Mrs. Henrietta Farrelly. August 13, 1914, Wm. H. Weeks, Architect",,"Residence of Mrs. Henrietta Farrelly. August 13, 1914, Wm. H. Weeks, Architect",
00001738.pdf,"Part of Article, ' Educational Excellence.'",553.04 KB,"Part of Article, ' Educational Excellence.'",,"Buildings pictured include San Leandro Public School, (Lincoln), Best Theatre, and residence of Mrs. Henrietta Farrelly.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6853/0,"[-122.1358567249761, 37.7354317583068]",,1738,1914,E31824,14,S,01738,Vol. 44,"Part of Article, ' Educational Excellence.'",,,
00000476.pdf,"First San Leandro High School Baseball Team, 1928",416.74 KB,"First San Leandro High School Baseball Team, 1928","| San Leandro High School | Education, Secondary | Portraits, Group | Portraits, Men | Boschetto, Dom | Romero, John | Baseball | Pyles, George | Souza, Art | Robello, Tony | Gigli, Ed | Lincoln, Bill | Burr, Clarence | Dalcino, Tony | Fleet, Van | Franks, Rufus | Robello, Al | Miguel, John | Moniz, Henry | Brown, Dave | Wilson, George | Mays, Jim |","Front row: Dom Boschetto, John Romero, George Pyles, Art Souza, Tony Robello, Ed Gigli, Bill Lincoln; Back row: Coach Clarence Burr, Art Souza, Tony Dalcino, Van Fleet, Rufus Franks, Al Robello, John Miguel, Henry Moniz, Dave Brown, George Wilson, Manager Jim Mays.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5610/0,"[-122.1345610312323, 37.729876772520385]",,476,1928,E32220,21,S,00476,Vol. 12,"First San Leandro High School Baseball Team, 1928",,,
00000291.pdf,"Bancroft School, grades 7 through 12 from 1927 until 1952",412.32 KB,"Bancroft School, grades 7 through 12 from 1927 until 1952","| Bancroft School | Education, Secondary |","Bancroft School, grades 7 through 12 from 1927 until 1952.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5425/0,"[-122.13515594402645, 37.72965437617236]",,291,1948,E32320,7,S,00291,Vol. 8,"Bancroft School, grades 7 through 12 from 1927 until 1952",,,
00002110.pdf,"All San Leandro School Bands, 1928",308.71 KB,"All San Leandro School Bands, 1928",,"Charley Way, leader.",Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7222/0,"[-122.13431777266581, 37.72914873324004]",,2110,1928,E32320,19,S,02110,Vol. 53,"All San Leandro School Bands, 1928",,,
00001792.pdf,T. P. Cary and Daughter,277.46 KB,T. P. Cary and Daughter,,Located where San Jose intersects Estudillo. Daughter L.C. Walrath lived with T.P. Cary in family home.,Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6906/0,"[-122.1326968035772, 37.730476344900026]",,1792,1910,E42216,31,S,01792,Vol. 45,"T. P. Cary and Daughter (Mrs L. C. Walrath), in front of their home in car",,"T. P. Cary and Daughter (Mrs L. C. Walrath), in front of their home in car",
00000469.pdf,"East 14th St. at 141st, Looking South, Spring, 1943",253.69 KB,"East 14th St. at 141st, Looking South, Spring, 1943","| Street, East 14th | Street, 141st Ave. | Automobiles and Trucks |","East 14th St. at 141st, Looking South, Spring, 1943.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5603/0,"[-122.12831653408718, 37.70030994491891]",,469,1890,E64618,7,S,00469,Vol. 12,"East 14th St. at 141st, Looking South, Spring, 1943",,,
00000621.pdf,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",219.07 KB,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5755/0,"[-122.12511164288354, 37.71777740120158]",,621,1943,E83299,35,S,00621,Vol. 16,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",,,
00000627.pdf,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",280.68 KB,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",,"Elaine is now Mrs. Malone. Spring, 1943.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5761/0,"[-122.12505420312887, 37.71761057381003]",,627,1943,E83299,35,S,00627,Vol. 16,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",1765 142nd Ave.,,
00000032.pdf,"E. 14th St. at 141st Ave., 1943-45",206.74 KB,"E. 14th St. at 141st Ave., 1943-45","| East 14th Street (San Leandro, California) | 141st Avenue (San Leandro, California) |",View of E. 14th St. at 141st Ave.,"Clark, Ira",ca. 1943,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5169/0,"[-122.12461639838622, 37.71689776029211]",,32,1942,E83310,9,S,00032,Vol. 1,"E. 14th St. at 141st Ave., 1943-45",,,
00000022.pdf,"Lake Chabot, 1915",420.08 KB,"Lake Chabot, 1915",| Chabot Reservoir -- California -- San Leandro |,A view of Lake Chabot and surrounding hills.,"Galvan, Andy",1915,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5159/0,"[-122.12277645452728, 37.73294555013829]",,22,1915,E92016,6,S,00022,Vol. 1,"Lake Chabot, 1915",,,
00000023.pdf,"Slate House, Lake Chabot, San Leandro, 1915",530.17 KB,"Slate House, Lake Chabot, San Leandro, 1915",| Dwellings | Chabot Reservoir-- California -- San Leandro | Lake Chabot | Chabot Dam | Homes |,Slate House situated at Lake Chabot in San Leandro. Chabot Dam Superintendent George Logan sitting on steps. The residence was built in 1904. Photograph 1915.,"Galvan, Andy",1915,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5160/0,"[-122.12221488503246, 37.73307250431578]","[-122.12402, 37.73089]",23,1915,E92016,17,S,00023,Vol. 1,"Only Slate House in California, 1915",,"Only Slate House in California, 1915",
